"date_time","building_code","info_status","consumption",
10/16/2012 07:00:00 PM,SUB,Reliable,27910,
10/16/2012 07:00:00 PM,BAC,Reliable,9066,
10/16/2012 07:00:00 PM,ELEC,Reliable,32546,
10/16/2012 07:00:00 PM,WHE,Reliable,34096,
10/16/2012 07:00:00 PM,MAN,Reliable,1470,
10/16/2012 07:00:00 PM,CUT,Reliable,16180,
10/16/2012 07:00:00 PM,RRG,Reliable,3860,
10/16/2012 07:00:00 PM,DEN,Reliable,11728,
10/16/2012 07:00:00 PM,HOR,Reliable,2514,
10/16/2012 07:00:00 PM,VML,Reliable,19538,
10/16/2012 07:00:00 PM,VML,Reliable,11156,
10/16/2012 07:00:00 PM,WMH,Reliable,10404,
10/16/2012 07:00:00 PM,WIL,Reliable,1514,
10/16/2012 07:00:00 PM,CAR,Reliable,4846,
10/16/2012 07:00:00 PM,HSH,Reliable,98500,
10/16/2012 07:00:00 PM,EMM,Reliable,479,
10/16/2012 06:58:53 PM,ELL,Reliable,20574,
10/16/2012 06:56:53 PM,ELL,Reliable,20572,
10/16/2012 06:55:07 PM,ELEC,Reliable,7636,
10/16/2012 06:54:53 PM,ELL,Reliable,20570,
10/16/2012 06:52:53 PM,ELL,Reliable,20568,
10/16/2012 06:50:53 PM,ELL,Reliable,20566,
10/16/2012 06:48:53 PM,ELL,Reliable,20564,
10/16/2012 06:46:53 PM,ELL,Reliable,20562,
10/16/2012 06:45:07 PM,ELEC,Reliable,7632,
10/16/2012 06:43:53 PM,ELL,Reliable,20560,
10/16/2012 06:41:53 PM,ELL,Reliable,20558,
10/16/2012 06:39:53 PM,ELL,Reliable,20556,
10/16/2012 06:37:53 PM,ELL,Reliable,20554,
10/16/2012 06:35:53 PM,ELL,Reliable,20552,
10/16/2012 06:33:53 PM,ELL,Reliable,20550,
10/16/2012 06:33:07 PM,ELEC,Reliable,7628,
10/16/2012 06:31:53 PM,ELL,Reliable,20548,
10/16/2012 06:30:00 PM,SEM,Reliable,2387,
10/16/2012 06:30:00 PM,SEM,Reliable,13532,
10/16/2012 06:30:00 PM,CRO,Reliable,13886,
10/16/2012 06:30:00 PM,EAT,Reliable,13724,
10/16/2012 06:30:00 PM,CHI,Reliable,10538,
10/16/2012 06:30:00 PM,UNH,Reliable,24888,
10/16/2012 06:30:00 PM,RHO,Reliable,1372,
10/16/2012 06:30:00 PM,SUB,Reliable,27852,
10/16/2012 06:30:00 PM,BAC,Reliable,9052,
10/16/2012 06:30:00 PM,ELEC,Reliable,32488,
10/16/2012 06:30:00 PM,WHE,Reliable,34032,
10/16/2012 06:30:00 PM,MAN,Reliable,1468,
10/16/2012 06:30:00 PM,CUT,Reliable,16150,
10/16/2012 06:30:00 PM,RRG,Reliable,3854,
10/16/2012 06:30:00 PM,DEN,Reliable,11708,
10/16/2012 06:30:00 PM,HOR,Reliable,2510,
10/16/2012 06:30:00 PM,VML,Reliable,19486,
10/16/2012 06:30:00 PM,VML,Reliable,11130,
10/16/2012 06:30:00 PM,WMH,Reliable,10388,
10/16/2012 06:30:00 PM,WIL,Reliable,1512,
10/16/2012 06:30:00 PM,CAR,Reliable,4840,
10/16/2012 06:30:00 PM,HSH,Reliable,98340,
10/16/2012 06:30:00 PM,EMM,Reliable,478.5,
10/16/2012 06:29:53 PM,ELL,Reliable,20546,
10/16/2012 06:26:53 PM,ELL,Reliable,20544,
10/16/2012 06:24:53 PM,ELL,Reliable,20542,
10/16/2012 06:22:53 PM,ELL,Reliable,20540,
10/16/2012 06:21:07 PM,ELEC,Reliable,7624,
10/16/2012 06:20:53 PM,ELL,Reliable,20538,
10/16/2012 06:18:53 PM,ELL,Reliable,20536,
10/16/2012 06:16:53 PM,ELL,Reliable,20534,
10/16/2012 06:13:53 PM,ELL,Reliable,20532,
10/16/2012 06:11:53 PM,ELL,Reliable,20530,
10/16/2012 06:09:53 PM,ELL,Reliable,20528,
10/16/2012 06:08:07 PM,ELEC,Reliable,7620,
10/16/2012 06:07:53 PM,ELL,Reliable,20526,
10/16/2012 06:04:53 PM,ELL,Reliable,20524,
10/16/2012 06:02:53 PM,ELL,Reliable,20522,
10/16/2012 06:00:53 PM,ELL,Reliable,20520,
10/16/2012 06:00:00 PM,SEM,Reliable,2383,
10/16/2012 06:00:00 PM,SEM,Reliable,13510,
10/16/2012 06:00:00 PM,CRO,Reliable,13864,
10/16/2012 06:00:00 PM,EAT,Reliable,13702,
10/16/2012 06:00:00 PM,CHI,Reliable,10518,
10/16/2012 06:00:00 PM,UNH,Reliable,24852,
10/16/2012 06:00:00 PM,RHO,Reliable,1370,
10/16/2012 06:00:00 PM,SUB,Reliable,27790,
10/16/2012 06:00:00 PM,BAC,Reliable,9038,
10/16/2012 06:00:00 PM,ELEC,Reliable,32428,
10/16/2012 06:00:00 PM,WHE,Reliable,33968,
10/16/2012 06:00:00 PM,MAN,Reliable,1464,
10/16/2012 06:00:00 PM,CUT,Reliable,16120,
10/16/2012 06:00:00 PM,RRG,Reliable,3846,
10/16/2012 06:00:00 PM,DEN,Reliable,11687,
10/16/2012 06:00:00 PM,HOR,Reliable,2507,
10/16/2012 06:00:00 PM,VML,Reliable,19432,
10/16/2012 06:00:00 PM,VML,Reliable,11100,
10/16/2012 06:00:00 PM,WMH,Reliable,10374,
10/16/2012 06:00:00 PM,WIL,Reliable,1510,
10/16/2012 06:00:00 PM,CAR,Reliable,4834,
10/16/2012 06:00:00 PM,HSH,Reliable,98200,
10/16/2012 06:00:00 PM,EMM,Reliable,477.5,
10/16/2012 05:58:53 PM,ELL,Reliable,20518,
10/16/2012 05:55:53 PM,ELL,Reliable,20516,
10/16/2012 05:55:07 PM,ELEC,Reliable,7616,
